title,info,mark_time,link,poster,rating
两生花 / La Double vie de Véronique/ 薇洛妮卡的双重生活 / 维罗尼卡的双重生命,两生花 / La Double vie de Véronique/ 薇洛妮卡的双重生活 / 维罗尼卡的双重生命[可播放]1991-05-15(法国) / 1991-09-20(挪威) / 1991-10-06(波兰) / 伊莲娜·雅各布 / 哈丽娜·格雷格拉谢夫斯卡 / 卡里娜·谢鲁斯克 / 亚历山大·巴尔迪尼 / 瓦迪斯瓦夫·科瓦尔斯基 / 杰兹·古德寇 / 菲利普·沃特 / 桑德琳·杜马斯 / 路易斯·迪克勒 / 克洛德·迪内通 / 法国 / 波兰 / 挪威 / 克日什托夫·基耶斯洛夫斯基 / 98分钟 / 两生花 / 剧情 / 爱情 / 奇幻 / 克日什托夫·基耶斯洛夫斯基 Krzysztof Kieslowski / 克日什托夫·皮耶谢维茨 Krzysztof Piesiewicz / 法语 / 波兰语 / 意大利语2025-08-11修改删除,2025-08-11,https://movie.douban.com/subject/1291877/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2669725635.jpg,
杀死比尔 / Kill Bill: Vol. 1/ 标杀令(港) / 追杀比尔(台),杀死比尔 / Kill Bill: Vol. 1/ 标杀令(港) / 追杀比尔(台)[可播放]2003-09-29(好莱坞首映) / 2003-10-10(美国) / 乌玛·瑟曼 / 刘玉玲 / 薇薇卡·福克斯 / 达丽尔·汉纳 / 大卫·卡拉丁 / 迈克尔·马德森 / 朱莉·德赖弗斯 / 栗山千明 / 千叶真一 / 刘家辉 / 美国 / 昆汀·塔伦蒂诺 / 111分钟 / 杀死比尔 / 动作 / 犯罪 / 惊悚 / 昆汀·塔伦蒂诺 Quentin Tarantino / 乌玛·瑟曼 Uma Thurman / 英语 / 日语 / 法语2025-08-10修改删除,2025-08-10,https://movie.douban.com/subject/1291580/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2493495946.jpg,
神圣车行 / Holy Motors/ 花都魅影(台) / 巴黎圣骑士(港),神圣车行 / Holy Motors/ 花都魅影(台) / 巴黎圣骑士(港)2012-05-23(戛纳电影节) / 2012-07-04(法国) / 德尼·拉旺 / 爱迪丝·斯考博 / 凯莉·米洛 / 米歇尔·皮科利 / 伊娃·门德斯 / 莱奥·卡拉克斯 / 让娜·蒂森 / 任洁 / 伊莉斯·洛蒙 / 法国 / 德国 / 比利时 / holymotorsfilm.com / 莱奥·卡拉克斯 / 115分钟 / 神圣车行 / 剧情 / 奇幻 / 莱奥·卡拉克斯 Leos Carax / 法语 / 英语 / 汉语普通话2025-08-06修改删除,2025-08-06,https://movie.douban.com/subject/6875451/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1778756586.jpg,
游园惊梦 / 遊園驚夢/ 满园春色香港版 / Peony Pavilion,游园惊梦 / 遊園驚夢/ 满园春色香港版 / Peony Pavilion2001-04-06(中国香港) / 王祖贤 / 宫泽理惠 / 吴彦祖 / 赵志刚 / 陈克宇 / 富恒智 / 林青霞 / 杨凡 / 汤梦佳 / 谢元真 / 中国香港 / 杨凡 / 122分钟 / 游园惊梦 / 剧情 / 爱情 / 同性 / 杨凡 Yonfan / 汉语普通话2025-08-04修改删除,2025-08-04,https://movie.douban.com/subject/1304708/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2906914593.jpg,
"家有喜事 / 家有囍事/ All's Well, Ends Well / Family Happiness","家有喜事 / 家有囍事/ All's Well, Ends Well / Family Happiness[可播放]1992-01-25(中国香港) / 张国荣 / 周星驰 / 张曼玉 / 吴君如 / 黄百鸣 / 陈淑兰 / 毛舜筠 / 李香琴 / 关海山 / 高志森 / 中国香港 / 高志森 / 100分钟 / 106分钟(修复加长版) / 家有喜事 / 剧情 / 喜剧 / 爱情 / 家庭 / 谷德昭 Vincent Kok / 蔡婷婷 Tingting Cai / 张肇麟 Roman Cheung / 杨振耀 Jan Yiu Yeung / 粤语2025-07-12修改删除",2025-07-12,https://movie.douban.com/subject/1300064/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p940263436.jpg,
英雄本色/ A Better Tomorrow / Gangland Boss,英雄本色/ A Better Tomorrow / Gangland Boss[可播放]1986-08-02(中国香港) / 2017-11-17(中国大陆) / 周润发 / 狄龙 / 张国荣 / 朱宝意 / 李子雄 / 田丰 / 吴宇森 / 曾江 / 成奎安 / 徐克 / 中国香港 / 吴宇森 / 95分钟 / 剧情 / 动作 / 犯罪 / 陈庆嘉 Hing-Ka Chan / 吴宇森 John Woo / 梁淑华 Suk-Wah Leung / 粤语 / 汉语普通话 / 英语2025-07-12修改删除,2025-07-12,https://movie.douban.com/subject/1297574/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg,
薄荷糖 / 박하사탕/ Peppermint Candy,薄荷糖 / 박하사탕/ Peppermint Candy1999-10-14(釜山电影节) / 2000-01-01(韩国) / 薛景求 / 文素利 / 金汝珍 / 徐情 / 高瑞熙 / 李代延 / 金敬益 / 金仁权 / 孔炯轸 / 柳承穆 / 韩国 / 日本 / 李沧东 / 130分钟 / 薄荷糖 / 剧情 / 李沧东 Chang-dong Lee / 韩语2025-07-11修改删除,2025-07-11,https://movie.douban.com/subject/1303145/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2519637549.jpg,
一级方程式：疾速争胜 第一季 / Formula 1: Drive to Survive Season 1/ 一级方程式：极速求生(港) / 一级方程式：飆速求生(台),一级方程式：疾速争胜 第一季 / Formula 1: Drive to Survive Season 1/ 一级方程式：极速求生(港) / 一级方程式：飆速求生(台)2019-03-08(美国) / 费尔南多·阿隆索 / 基米·莱科宁 / 罗曼·格罗斯让 / 夏尔·勒克莱尔 / 刘易斯·汉密尔顿 / 塞巴斯蒂安·维特尔 / 马克斯·维斯塔潘 / 丹尼尔·里卡多 / 塞尔吉奥·佩雷兹 / 小卡洛斯·赛恩斯 / 英国 / 一级方程式：疾速争胜 / 40分钟 / 一级方程式：疾速争胜 / 纪录片 / 运动 / 英语2025-07-10修改删除,2025-07-10,https://movie.douban.com/subject/30465634/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2550825615.jpg,
安妮·霍尔 / Annie Hall/ 安妮·荷尔 / 安妮·茜尔,安妮·霍尔 / Annie Hall/ 安妮·荷尔 / 安妮·茜尔[可播放]1977-04-20 / 伍迪·艾伦 / 黛安·基顿 / 托尼·罗伯茨 / 卡罗尔·凯恩 / 保罗·西蒙 / 谢莉·杜瓦尔 / 珍妮特·玛戈林 / 科琳·杜赫斯特 / 克里斯托弗·沃肯 / 唐纳德·赛明顿 / 美国 / 伍迪·艾伦 / 93 分钟 / 安妮·霍尔 / 喜剧 / 剧情 / 爱情 / 伍迪·艾伦 Woody Allen / 马歇尔·布瑞克曼 Marshall Brickman / 英语 / 德语2025-07-05修改删除,2025-07-05,https://movie.douban.com/subject/1296987/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p619900470.jpg,
雁南飞 / Летят журавли/ 战争与贞操 / 仙鹤飞翔,雁南飞 / Летят журавли/ 战争与贞操 / 仙鹤飞翔[可播放]1957-10-12 / 塔吉娅娜·萨莫依洛娃 / 阿列克谢·巴塔洛夫 / 瓦西里·梅尔库里耶夫 / 亚历山大·施沃林 / 瓦连京·祖布科夫 / 安东宁娜·波格丹诺娃 / 鲍里斯·科科夫金 / Valentina Ananyina / 彼得·梅尔库里耶夫 / 丹尼尔·涅特列宾 / 苏联 / 米哈伊尔·卡拉托佐夫 / 95分钟 / 雁南飞 / 剧情 / 爱情 / 战争 / 维克托·罗佐夫 Viktor Rozov / 俄语2025-06-30修改删除,2025-06-30,https://movie.douban.com/subject/1302077/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2058841317.jpg,
