douban_id,title,info,mark_time,my_rating_stars,my_rating_label
35400515,白天是阿波罗，晚上是雅典娜,白天是阿波罗，晚上是雅典娜 / Gündüz Apollon Gece Athena/ Apollon by Day Athena by Night2024-11-02(东京电影节) / 吉泽姆·比尔根 / 梅利·杜泽恩利 / 巴里斯·戈内嫩 / 内拉·卡亚巴西 / 拉尔·曼苏尔 / 德尼斯·图尔卡利 / 塞伦·乌柴尔 / 埃兹吉·切利克 / 迪尔德·马哈利 / 土耳其 / 艾米娜·耶尔德勒姆 / 112分钟 / 白天是阿波罗，晚上是雅典娜 / 剧情 / 喜剧 / 奇幻 / Emine Yildirim Emine Yildirim / 土耳其语2025-04-27后程萎了修改删除,2025-04-27,4.0,
1292328,东邪西毒,东邪西毒 / 東邪西毒/ Ashes of Time[可播放]1994-09-12(威尼斯电影节) / 1994-09-17(中国大陆) / 张国荣 / 林青霞 / 梁朝伟 / 张学友 / 张曼玉 / 刘嘉玲 / 梁家辉 / 杨采妮 / 邹兆龙 / 王祖贤 / 中国香港 / 中国台湾 / 王家卫 / 98分钟 / 东邪西毒 / 剧情 / 动作 / 爱情 / 武侠 / 古装 / 王家卫 Kar Wai Wong / 金庸 Louis Cha / 粤语 / 汉语普通话2025-03-04修改删除,2025-03-04,4.0,
1361276,八部半,八部半 / 8½/ 八又二分之一 / Eight and a Half[可播放]1963-01-02(阿卡普尔科电影节) / 1963-02-16(意大利) / 马塞洛·马斯楚安尼 / 克劳迪娅·卡汀娜 / 阿努克·艾梅 / 桑德拉·米洛 / 罗塞拉·法鲁克 / 芭芭拉·斯蒂尔 / 玛德琳·勒博 / 卡特丽娜·波拿托 / 埃达·盖尔 / 圭多·阿尔贝蒂 / 意大利 / 法国 / 费德里科·费里尼 / 138分钟 / 八部半 / 剧情 / 费德里科·费里尼 Federico Fellini / 恩尼奥·弗拉亚诺 Ennio Flaiano / 图里奥·皮内利 Tullio Pinelli / 布鲁内洛·龙迪 Brunello Rondi / 意大利语 / 法语 / 英语 / 德语2025-02-20？我觉得我需要再看一遍修改删除,2025-02-20,4.0,
1322848,奇爱博士,奇爱博士 / Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb/ 密码114(港) / 奇爱博士或者我如何学会停止恐惧并爱上炸弹[可播放]1964-01-29(美国) / 彼得·塞勒斯 / 乔治·C·斯科特 / 斯特林·海登 / 基南·怀恩 / 斯利姆·佩金斯 / 彼得·布尔 / 詹姆斯·厄尔·琼斯 / 特蕾西·里德 / 格伦·贝克 / 谢恩·里默 / 美国 / 英国 / 斯坦利·库布里克 / 95 分钟 / 奇爱博士 / 剧情 / 喜剧 / 战争 / 斯坦利·库布里克 Stanley Kubrick / 特里·索泽恩 Terry Southern / 彼得·乔治 Peter George / 英语 / 俄语2025-02-16修改删除,2025-02-16,5.0,
1292584,上海小姐,上海小姐 / The Lady from Shanghai/ 上海来的女士 / 欲海妖姬[可播放]1947-12-24 / 丽塔·海华斯 / 奥逊·威尔斯 / 埃弗雷特·斯隆 / 格伦·安德斯 / 特·德·科若 / 厄斯金·桑福德 / 格斯·席林 / 哈里·香农 / Carl Frank / Louis Merrill / 美国 / 奥逊·威尔斯 / 87 分钟 / UK: 92 分钟(original release) / West Germany: 81 分钟 / 上海小姐 / 犯罪 / 剧情 / 黑色电影 / 悬疑 / 奥逊·威尔斯 Orson Welles / 英语 / 粤语2025-02-15修改删除,2025-02-15,5.0,
1292338,祖与占,祖与占 / Jules et Jim/ 朱尔与吉姆 / 朱尔和吉姆[可播放]1962-01-23(法国) / 让娜·莫罗 / 奥斯卡·威内尔 / 亨利·赛尔 / 万娜·乌尔比诺 / 阿妮·内尔森 / 萨比娜·奥德潘 / 玛丽·杜布瓦 / 米歇尔·索博 / 弗朗索瓦·朵列 / 法国 / 弗朗索瓦·特吕弗 / 105分钟 / 祖与占 / 剧情 / 爱情 / François Truffaut / Jean Gruault / Henri-Pierre Roché / 法语 / 德语 / 英语2025-02-07修改删除,2025-02-07,5.0,
1291556,乡愁,乡愁 / Ностальгия/ 怀乡 / Nostalghia1983-05-17(戛纳电影节) / 奥列格·扬科夫斯基 / 厄兰·约瑟夫森 / 多米齐亚娜·焦尔达诺 / 帕特里齐娅·特雷诺 / 劳拉·德·马奇 / 德丽娅·布卡尔铎 / 米莱娜·伍柯迪克 / Raffaele Di Mario / Rate Furlan / Piero Vida / 苏联 / 意大利 / 安德烈·塔可夫斯基 / 125分钟 / 乡愁 / 剧情 / 安德烈·塔科夫斯基 Andrei Tarkovsky / Tonino Guerra / 意大利语 / 俄语2025-02-06有点太晦涩了🥲修改删除,2025-02-06,5.0,
1291858,鬼子来了,鬼子来了/ Devils on the Doorstep2000-05-12(戛纳电影节) / 2002-04-27(日本) / 姜文 / 香川照之 / 袁丁 / 姜宏波 / 丛志军 / 李丛喜 / 泽田谦也 / 李海滨 / 蔡卫东 / 陈述 / 中国大陆 / 姜文 / 139分钟 / 162分钟(戛纳电影节) / 剧情 / 喜剧 / 姜文 Wen Jiang / 史建全 Jianquan Shi / 述平 Ping Shu / 尤凤伟 Fengwei You / 汉语普通话 / 日语 / 唐山话2025-02-06修改删除,2025-02-06,5.0,
3626372,大地惊雷,大地惊雷 / True Grit/ 真实的勇气(台) / 离奇复仇事件(港)[可播放]2010-12-22(美国) / 杰夫·布里吉斯 / 海莉·斯坦菲尔德 / 马特·达蒙 / 乔什·布洛林 / 巴里·佩珀 / 戴金·马修斯 / 贾拉斯·康罗伊 / 保罗·瑞 / 多姆纳尔·格里森 / 伊丽莎白·马弗尔 / 美国 / www.truegritmovie.com / 乔尔·科恩 / 伊桑·科恩 / 110分钟 / 大地惊雷 / 剧情 / 西部 / 冒险 / 查尔斯·波蒂斯 Charles Portis / 乔尔·科恩 Joel Coen / 伊桑·科恩 Ethan Coen / 英语2025-02-04些许无聊修改删除,2025-02-04,4.0,
1292222,出租车司机,出租车司机 / Taxi Driver/ 的士司机(港) / 计程车司机(台)[可播放]1976-02-08(美国) / 罗伯特·德尼罗 / 朱迪·福斯特 / 斯碧尔·谢波德 / 艾伯特·布鲁克斯 / 哈威·凯特尔 / 戴安娜·阿伯特 / 维克多·阿尔果 / 吉诺·阿迪托 / 彼得·博伊尔 / 布伦达·迪克森 / 美国 / 马丁·斯科塞斯 / 113分钟 / 出租车司机 / 剧情 / 犯罪 / 保罗·施拉德 Paul Schrader / 英语 / 西班牙语2025-02-04修改删除,2025-02-04,5.0,
